timestamp,entity_id,entity_type,source_ip,geo_location,resource_accessed,auth_method,device_fingerprint,session_duration,status,label
2026-06-29 17:50:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,HR_Portal,MFA_Token,dc:34:b5:d0:4f:79,3562,SUCCESS,normal
2026-06-29 17:54:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,142.14.44.201,Meganton,HR_Portal,SSO,10:75:10:a1:cd:89,2284,SUCCESS,normal
2026-06-29 18:05:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,HR_Portal,SSO,14:9d:7a:1d:7b:28,3557,SUCCESS,normal
2026-06-29 18:10:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,VPN_Gateway,MFA_Token,8c:9e:d1:a7:ce:97,1093,SUCCESS,normal
2026-06-29 18:12:00,d4262982-e43e-4288-a2b5-b4985cb85aed,Employee,20.229.77.177,Thompsonhaven,Jira,SSO,52:8a:f7:ee:df:89,1203,SUCCESS,normal
2026-06-29 18:24:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,Jira,MFA_Token,98:50:1d:29:5f:23,3671,SUCCESS,normal
2026-06-29 18:27:00,683514f2-ceb8-4f9d-b914-c120c8dcd19f,Employee,96.198.131.169,Gomezchester,HR_Portal,MFA_Token,ba:ef:1b:32:1f:ce,4401,SUCCESS,normal
2026-06-29 18:27:00,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Contractor,152.5.7.122,Davidborough,HR_Portal,Password,ca:26:7c:34:9a:3d,1826,SUCCESS,normal
2026-06-29 18:29:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,6.222.144.100,South Bridget,VPN_Gateway,MFA_Token,26:03:51:d8:ae:8e,2383,SUCCESS,normal
2026-06-29 18:37:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,81.168.10.166,Meganton,VPN_Gateway,MFA_Token,10:75:10:a1:cd:89,401,SUCCESS,normal
2026-06-29 18:44:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,HR_Portal,Password,22:ed:19:7f:3e:e9,5661,SUCCESS,normal
2026-06-29 18:49:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,VPN_Gateway,MFA_Token,46:72:0c:62:cc:a8,2503,SUCCESS,normal
2026-06-29 18:52:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,VPN_Gateway,MFA_Token,2e:c2:ac:0e:fd:a6,783,SUCCESS,normal
2026-06-29 18:57:00,0f1259e0-a18f-46b6-b535-106e122c9a56,Employee,112.128.170.223,Chadbury,VPN_Gateway,MFA_Token,3e:8e:f8:6d:43:f2,3764,SUCCESS,normal
2026-06-29 18:59:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,VPN_Gateway,MFA_Token,60:d2:7f:88:51:37,1195,SUCCESS,normal
2026-06-29 18:59:00,c9535b63-ba81-4dd9-987e-f3446f3f920c,Employee,39.102.189.150,Lamborough,Jira,Password,5c:82:16:df:00:64,2823,SUCCESS,normal
2026-06-29 20:00:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,66:fa:2d:42:de:db,0,FAILURE,brute_force
2026-06-29 20:00:04,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,88:db:f4:c4:02:13,0,FAILURE,brute_force
2026-06-29 20:00:08,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,04:66:bf:07:a4:61,0,FAILURE,brute_force
2026-06-29 20:00:12,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,20:02:7f:73:b0:9f,0,FAILURE,brute_force
2026-06-29 20:00:16,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,d2:34:c4:9c:55:21,0,FAILURE,brute_force
2026-06-29 20:00:20,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,6e:17:98:94:e9:ac,0,FAILURE,brute_force
2026-06-29 20:00:24,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,2a:44:af:fa:b7:60,0,FAILURE,brute_force
2026-06-29 20:00:28,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,36:ce:09:74:72:43,0,FAILURE,brute_force
2026-06-29 20:00:32,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,60:0b:56:3f:bb:13,0,FAILURE,brute_force
2026-06-29 20:00:36,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,0c:82:18:18:37:0a,0,FAILURE,brute_force
2026-06-29 20:00:40,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,8c:3b:d5:e3:c2:3f,0,FAILURE,brute_force
2026-06-29 20:00:44,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,4c:81:f2:4e:69:04,0,FAILURE,brute_force
2026-06-29 20:00:48,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,d4:d7:33:8a:46:d6,0,FAILURE,brute_force
2026-06-29 20:00:52,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,7e:35:3c:90:3a:36,0,FAILURE,brute_force
2026-06-29 20:00:56,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,b4:65:66:86:67:b7,0,FAILURE,brute_force
2026-06-29 20:01:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,e8:d1:97:52:14:fe,0,FAILURE,brute_force
2026-06-29 20:01:04,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,02:6a:f6:a9:78:01,0,FAILURE,brute_force
2026-06-29 20:01:08,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,c6:2d:38:fc:4c:2e,0,FAILURE,brute_force
2026-06-29 20:01:12,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,fc:26:33:83:76:e9,0,FAILURE,brute_force
2026-06-29 20:01:16,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,181.17.230.134,Unknown,VPN_Gateway,Password,d0:97:87:ed:19:33,0,FAILURE,brute_force
2026-06-30 07:00:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,VPN_Gateway,Password,14:9d:7a:1d:7b:28,5750,SUCCESS,normal
2026-06-30 07:02:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,Jira,MFA_Token,98:50:1d:29:5f:23,6786,SUCCESS,normal
2026-06-30 07:05:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,152.160.7.17,Carlsonmouth,HR_Portal,MFA_Token,1c:80:05:3a:88:ae,826,SUCCESS,normal
2026-06-30 07:15:00,7631de9d-dde9-4863-a2bd-33886db99102,Employee,98.20.204.213,Murphymouth,Jira,MFA_Token,40:a7:ac:c2:8e:d7,5921,SUCCESS,normal
2026-06-30 07:21:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,96.250.46.223,East Jillmouth,VPN_Gateway,SSO,60:d2:7f:88:51:37,3259,SUCCESS,normal
2026-06-30 07:21:00,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Employee,6.45.196.230,Cassandramouth,HR_Portal,MFA_Token,16:68:87:fa:80:1a,3337,SUCCESS,normal
2026-06-30 07:24:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,HR_Portal,Password,98:85:5b:87:13:37,3005,SUCCESS,normal
2026-06-30 07:30:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,Jira,SSO,2e:c2:ac:0e:fd:a6,1839,SUCCESS,normal
2026-06-30 07:37:00,74273ca3-287d-46ca-af4c-c69a4b22d308,Employee,80.219.93.184,New Rita,HR_Portal,Biometric,8a:98:65:4e:bf:52,5811,SUCCESS,normal
2026-06-30 07:38:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,116.143.78.241,South Martha,HR_Portal,SSO,42:9a:04:99:35:44,4280,SUCCESS,normal
2026-06-30 07:38:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,125.240.58.51,West Scott,Jira,MFA_Token,e4:92:78:8b:ab:a3,2589,SUCCESS,normal
2026-06-30 07:40:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,201.209.161.110,Mcguireland,HR_Portal,MFA_Token,a8:96:71:cf:7c:9c,436,SUCCESS,normal
2026-06-30 07:51:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,HR_Portal,MFA_Token,26:03:51:d8:ae:8e,3648,SUCCESS,normal
2026-06-30 07:55:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,Jira,MFA_Token,22:ed:19:7f:3e:e9,7143,SUCCESS,normal
2026-06-30 07:58:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,Jira,MFA_Token,60:74:94:28:77:33,1660,SUCCESS,normal
2026-06-30 08:05:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,HR_Portal,MFA_Token,60:74:94:28:77:33,5693,SUCCESS,normal
2026-06-30 08:14:00,562b0f79-c374-49ee-b50b-ea63371ecd7b,Employee,88.80.186.159,West Melanieview,HR_Portal,MFA_Token,8c:16:eb:3f:c1:28,6355,SUCCESS,normal
2026-06-30 08:15:00,a53f8a28-abf3-43fc-a181-3d25655238a6,Employee,52.60.63.66,North Stephenshire,Jira,MFA_Token,ee:33:25:6d:87:43,6033,SUCCESS,normal
2026-06-30 08:18:00,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Admin,197.68.233.193,Salazarhaven,VPN_Gateway,MFA_Token,42:da:e4:51:f3:e6,3087,SUCCESS,normal
2026-06-30 08:18:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,Jira,MFA_Token,14:9d:7a:1d:7b:28,1472,SUCCESS,normal
2026-06-30 08:19:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,Jira,MFA_Token,98:50:1d:29:5f:23,4124,SUCCESS,normal
2026-06-30 08:19:00,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Employee,129.64.2.241,Woodsstad,Jira,MFA_Token,38:98:c7:d6:70:f9,1855,SUCCESS,normal
2026-06-30 08:23:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,VPN_Gateway,Password,2e:c2:ac:0e:fd:a6,4557,SUCCESS,normal
2026-06-30 08:24:00,46d483f3-d450-481c-ac6f-7633a2607723,Employee,85.88.253.133,Lake Tina,VPN_Gateway,MFA_Token,12:52:e2:da:04:39,6191,SUCCESS,normal
2026-06-30 08:27:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,129.93.235.170,South Martha,VPN_Gateway,MFA_Token,42:9a:04:99:35:44,1612,SUCCESS,normal
2026-06-30 08:28:00,3c365296-dca0-4eec-acda-bacc1165e210,Employee,77.147.36.70,New Christophershire,HR_Portal,MFA_Token,42:a1:85:68:a0:7a,5728,SUCCESS,normal
2026-06-30 08:29:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,14.206.221.21,Michaelmouth,HR_Portal,MFA_Token,b8:8a:9c:80:76:3d,7158,SUCCESS,normal
2026-06-30 08:30:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,Employee,85.88.54.200,Brandiberg,Jira,MFA_Token,e6:dc:41:15:9d:ba,1308,SUCCESS,normal
2026-06-30 08:37:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,159.105.157.225,Mcguireland,HR_Portal,MFA_Token,a8:96:71:cf:7c:9c,375,SUCCESS,normal
2026-06-30 08:38:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,HR_Portal,MFA_Token,98:85:5b:87:13:37,3388,SUCCESS,normal
2026-06-30 08:44:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,VPN_Gateway,MFA_Token,46:72:0c:62:cc:a8,5018,SUCCESS,normal
2026-06-30 08:45:00,008d4127-6104-41e3-aa25-a8880f02bad0,Employee,197.15.145.99,Mitchellside,VPN_Gateway,SSO,f6:f9:4f:61:97:6f,4379,SUCCESS,normal
2026-06-30 08:46:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,Jira,MFA_Token,8c:9e:d1:a7:ce:97,6731,SUCCESS,normal
2026-06-30 08:54:00,269cd696-236c-4b87-94a0-bccb8a476a87,Employee,114.113.227.238,North Robert,HR_Portal,MFA_Token,d4:a9:ee:d4:1f:69,5026,SUCCESS,normal
2026-06-30 08:54:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,VPN_Gateway,Biometric,22:ed:19:7f:3e:e9,2131,SUCCESS,normal
2026-06-30 08:55:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,Jira,MFA_Token,26:03:51:d8:ae:8e,2966,SUCCESS,normal
2026-06-30 08:59:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,125.240.58.51,West Scott,VPN_Gateway,Password,e4:92:78:8b:ab:a3,4992,SUCCESS,normal
2026-06-30 08:59:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,Jira,Biometric,60:d2:7f:88:51:37,4330,SUCCESS,normal
2026-06-30 09:00:00,7631de9d-dde9-4863-a2bd-33886db99102,Employee,98.20.204.213,Murphymouth,HR_Portal,MFA_Token,40:a7:ac:c2:8e:d7,1307,SUCCESS,normal
2026-06-30 09:02:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,14.206.221.21,Michaelmouth,HR_Portal,MFA_Token,b8:8a:9c:80:76:3d,7120,SUCCESS,normal
2026-06-30 09:07:00,aa0b7b14-f2e9-402d-91e9-cdaa6e6981a3,Employee,218.11.152.208,Lake Rachelhaven,Jira,MFA_Token,8c:9e:d1:a7:ce:97,4475,SUCCESS,normal
2026-06-30 09:08:00,1bf90e27-dc96-425e-8cf3-a17156dc8907,Employee,115.11.24.126,Taylorburgh,HR_Portal,MFA_Token,ce:8e:ec:7f:26:e2,2684,SUCCESS,normal
2026-06-30 09:13:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,159.105.157.225,Mcguireland,Jira,MFA_Token,a8:96:71:cf:7c:9c,7015,SUCCESS,normal
2026-06-30 09:15:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,VPN_Gateway,MFA_Token,dc:34:b5:d0:4f:79,3549,SUCCESS,normal
2026-06-30 09:15:00,d4262982-e43e-4288-a2b5-b4985cb85aed,Employee,20.229.77.177,Thompsonhaven,Jira,MFA_Token,52:8a:f7:ee:df:89,6712,SUCCESS,normal
2026-06-30 09:19:00,562b0f79-c374-49ee-b50b-ea63371ecd7b,Employee,88.80.186.159,West Melanieview,Jira,Biometric,8c:16:eb:3f:c1:28,1311,SUCCESS,normal
2026-06-30 09:19:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,163.72.133.164,Carlsonmouth,Jira,MFA_Token,1c:80:05:3a:88:ae,1604,SUCCESS,normal
2026-06-30 09:20:00,e4855aa1-016b-4287-b008-05cca7f36ae9,Contractor,179.105.41.194,Robinsonhaven,Jira,Password,22:ed:19:7f:3e:e9,1814,SUCCESS,normal
2026-06-30 09:20:00,0f1259e0-a18f-46b6-b535-106e122c9a56,Employee,112.128.170.223,Chadbury,Jira,MFA_Token,3e:8e:f8:6d:43:f2,6895,SUCCESS,normal
2026-06-30 09:21:00,87c5421e-ec24-43c5-8754-108ff4188f3f,Employee,218.95.124.135,Smithstad,HR_Portal,Password,14:9d:7a:1d:7b:28,3153,SUCCESS,normal
2026-06-30 09:23:00,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Contractor,77.66.16.252,Davidborough,VPN_Gateway,Biometric,ca:26:7c:34:9a:3d,3765,SUCCESS,normal
2026-06-30 09:25:00,11b7e948-d0e6-4660-bc69-dee1bb5e4bcf,Contractor,192.208.24.235,Lake Thomas,Jira,MFA_Token,b6:54:87:d8:6c:66,2618,SUCCESS,normal
2026-06-30 09:29:00,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Employee,126.204.162.165,Sheilaville,Jira,Biometric,98:85:5b:87:13:37,3430,SUCCESS,normal
2026-06-30 09:30:00,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Employee,6.45.196.230,Cassandramouth,VPN_Gateway,MFA_Token,16:68:87:fa:80:1a,1261,SUCCESS,normal
2026-06-30 09:33:00,cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,Employee,142.233.115.75,Angelahaven,HR_Portal,SSO,8e:61:2b:7b:d0:fa,5265,SUCCESS,normal
2026-06-30 09:34:00,ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Employee,92.217.240.163,Port Steven,Jira,MFA_Token,2e:c2:ac:0e:fd:a6,4317,SUCCESS,normal
2026-06-30 09:36:00,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,Employee,177.170.175.108,Jeffreyland,VPN_Gateway,MFA_Token,9e:14:0f:7e:66:0a,1019,SUCCESS,normal
2026-06-30 09:37:00,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Employee,205.100.104.114,Richardtown,Jira,MFA_Token,76:9b:92:6b:dc:a4,4228,SUCCESS,normal
2026-06-30 09:37:00,e767dcea-b0e6-4969-a213-42b0f1eedba3,Employee,104.147.146.61,Brandiberg,VPN_Gateway,MFA_Token,e6:dc:41:15:9d:ba,5436,SUCCESS,normal
2026-06-30 09:41:00,c9535b63-ba81-4dd9-987e-f3446f3f920c,Employee,39.102.189.150,Lamborough,VPN_Gateway,Biometric,5c:82:16:df:00:64,1283,SUCCESS,normal
2026-06-30 09:41:00,fbe33b24-3eae-4032-8bd4-a9900640be0f,Contractor,18.84.155.222,Perryshire,HR_Portal,MFA_Token,24:63:c4:fd:cc:7c,4981,SUCCESS,normal
2026-06-30 09:42:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,Jira,SSO,26:03:51:d8:ae:8e,581,SUCCESS,normal
2026-06-30 09:42:00,076e2bba-7c53-48bf-af92-f25e45df16b6,Employee,57.224.83.7,Port Tanner,VPN_Gateway,MFA_Token,a4:41:0d:c9:0d:2a,5207,SUCCESS,normal
2026-06-30 09:43:00,bdd640fb-0667-4ad1-9c80-317fa3b1799d,Employee,124.228.145.91,Lake Curtis,Jira,MFA_Token,36:2c:d8:10:0f:2f,2621,SUCCESS,normal
2026-06-30 09:44:00,cf8ebc5a-ccc5-4569-b9e8-a3692999b735,Employee,110.152.194.6,East Jillmouth,VPN_Gateway,MFA_Token,60:d2:7f:88:51:37,5647,SUCCESS,normal
2026-06-30 09:44:00,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,Admin,197.68.233.193,Salazarhaven,AWS_Console,Password,42:da:e4:51:f3:e6,6996,SUCCESS,normal
2026-06-30 09:45:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,114.3.200.194,Meganton,VPN_Gateway,MFA_Token,10:75:10:a1:cd:89,6937,SUCCESS,normal
2026-06-30 09:46:00,8acd4e10-bc59-4585-9445-28c00ef8c2d6,Employee,84.18.25.238,North Breannahaven,VPN_Gateway,MFA_Token,98:50:1d:29:5f:23,5856,SUCCESS,normal
2026-06-30 09:47:00,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Admin,153.143.199.37,Jeffreyberg,HR_Portal,MFA_Token,a0:fc:2e:18:38:4e,4293,SUCCESS,normal
2026-06-30 09:47:00,36b5229a-acf5-481e-b131-62697118e364,Employee,10.183.14.82,West Zacharymouth,Jira,SSO,24:2f:78:9e:73:65,1783,SUCCESS,normal
2026-06-30 09:49:00,787f2425-dbcc-4477-89e9-db0adf465290,Employee,119.93.102.237,Kevinbury,Jira,Biometric,46:72:0c:62:cc:a8,5694,SUCCESS,normal
2026-06-30 09:51:00,a33dc7af-d701-410d-bf4b-1a70c074718e,Employee,125.240.58.51,West Scott,VPN_Gateway,MFA_Token,e4:92:78:8b:ab:a3,4550,SUCCESS,normal
2026-06-30 09:51:00,008d4127-6104-41e3-aa25-a8880f02bad0,Employee,197.15.145.99,Mitchellside,Jira,MFA_Token,f6:f9:4f:61:97:6f,5634,SUCCESS,normal
2026-06-30 09:52:00,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,Employee,129.64.2.241,Woodsstad,VPN_Gateway,SSO,38:98:c7:d6:70:f9,6472,SUCCESS,normal
2026-06-30 09:52:00,9132b63e-f162-47e4-a9c3-49e03602f8ac,Employee,218.17.215.90,Lake Victor,Jira,MFA_Token,be:ea:49:87:47:7e,6938,SUCCESS,normal
2026-06-30 09:54:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,HR_Portal,MFA_Token,60:74:94:28:77:33,5469,SUCCESS,normal
2026-06-30 09:54:00,3c365296-dca0-4eec-acda-bacc1165e210,Employee,47.193.254.5,New Christophershire,HR_Portal,MFA_Token,42:a1:85:68:a0:7a,5866,SUCCESS,normal
2026-06-30 09:54:00,793b4c32-2050-4494-bd11-48022702878b,Employee,141.243.33.142,Lyonsstad,VPN_Gateway,MFA_Token,94:55:3a:53:9f:37,1321,SUCCESS,normal
2026-06-30 09:59:00,683514f2-ceb8-4f9d-b914-c120c8dcd19f,Employee,96.198.131.169,Gomezchester,HR_Portal,Password,ba:ef:1b:32:1f:ce,5662,SUCCESS,normal
2026-06-30 09:59:00,abf3ad39-fec2-4bbe-a624-5bfa4fcca39a,Admin,156.9.212.232,Martinezbury,AWS_Console,Biometric,00:20:ad:0a:75:70,3525,SUCCESS,normal
2026-06-30 10:03:00,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Contractor,152.5.7.122,Davidborough,HR_Portal,Biometric,ca:26:7c:34:9a:3d,1696,SUCCESS,normal
2026-06-30 10:03:00,008d4127-6104-41e3-aa25-a8880f02bad0,Employee,197.15.145.99,Mitchellside,HR_Portal,SSO,f6:f9:4f:61:97:6f,1780,SUCCESS,normal
2026-06-30 10:04:00,74273ca3-287d-46ca-af4c-c69a4b22d308,Employee,80.219.93.184,New Rita,VPN_Gateway,MFA_Token,8a:98:65:4e:bf:52,3272,SUCCESS,normal
2026-06-30 10:04:00,d58842de-a2bc-472f-b412-b29347294739,Employee,55.177.11.130,Jasonview,HR_Portal,MFA_Token,60:24:57:7d:53:ec,5486,SUCCESS,normal
2026-06-30 10:05:00,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,Employee,205.100.104.114,Richardtown,VPN_Gateway,Biometric,76:9b:92:6b:dc:a4,992,SUCCESS,normal
2026-06-30 10:07:00,0a8381be-c85a-4a46-90e0-f4a0fbdd3933,Employee,59.106.139.154,Caseymouth,Jira,MFA_Token,f4:06:d7:fa:36:dd,2346,SUCCESS,normal
2026-06-30 10:07:00,683514f2-ceb8-4f9d-b914-c120c8dcd19f,Employee,96.198.131.169,Gomezchester,Jira,Biometric,ba:ef:1b:32:1f:ce,2811,SUCCESS,normal
2026-06-30 10:08:00,bdd640fb-0667-4ad1-9c80-317fa3b1799d,Employee,124.228.145.91,Lake Curtis,VPN_Gateway,MFA_Token,36:2c:d8:10:0f:2f,5147,SUCCESS,normal
2026-06-30 10:08:00,06cb0fb3-9a1d-4644-815e-f6d13b8faa18,Contractor,3.173.150.154,South Bridget,HR_Portal,MFA_Token,26:03:51:d8:ae:8e,909,SUCCESS,normal
2026-06-30 10:09:00,11b7e948-d0e6-4660-bc69-dee1bb5e4bcf,Contractor,192.208.24.235,Lake Thomas,VPN_Gateway,MFA_Token,b6:54:87:d8:6c:66,2541,SUCCESS,normal
2026-06-30 10:12:00,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,Employee,142.14.44.201,Meganton,Jira,MFA_Token,10:75:10:a1:cd:89,5684,SUCCESS,normal
2026-06-30 10:16:00,9e574f7a-a0ee-49ae-9453-dd324b0dbb41,Employee,219.146.131.158,Lake Chad,Jira,MFA_Token,60:74:94:28:77:33,1473,SUCCESS,normal
2026-06-30 10:16:00,562b0f79-c374-49ee-b50b-ea63371ecd7b,Employee,88.80.186.159,West Melanieview,VPN_Gateway,MFA_Token,8c:16:eb:3f:c1:28,3577,SUCCESS,normal
2026-06-30 10:17:00,6c12ace8-ae34-4454-8ac5-b68c28f49481,Employee,152.160.7.17,Carlsonmouth,VPN_Gateway,MFA_Token,1c:80:05:3a:88:ae,5903,SUCCESS,normal
2026-06-30 10:23:00,46d483f3-d450-481c-ac6f-7633a2607723,Employee,85.88.253.133,Lake Tina,VPN_Gateway,MFA_Token,12:52:e2:da:04:39,5855,SUCCESS,normal
2026-06-30 10:24:00,e117dac3-119c-4ea3-a180-50815958a499,Employee,116.143.78.241,South Martha,HR_Portal,Biometric,42:9a:04:99:35:44,733,SUCCESS,normal
2026-06-30 10:24:00,abf3ad39-fec2-4bbe-a624-5bfa4fcca39a,Admin,41.113.135.17,Martinezbury,HR_Portal,MFA_Token,00:20:ad:0a:75:70,3401,SUCCESS,normal
2026-06-30 10:30:00,79e13cea-b0cb-461f-bd85-de89c2171429,Employee,159.105.157.225,Mcguireland,VPN_Gateway,MFA_Token,a8:96:71:cf:7c:9c,318,SUCCESS,normal
2026-06-30 10:32:00,9132b63e-f162-47e4-a9c3-49e03602f8ac,Employee,218.17.215.90,Lake Victor,HR_Portal,SSO,be:ea:49:87:47:7e,7030,SUCCESS,normal
2026-06-30 10:32:00,dc570131-f8e1-4aa7-8bce-abdeeededb07,Employee,86.230.88.177,Lake John,HR_Portal,MFA_Token,dc:34:b5:d0:4f:79,4564,SUCCESS,normal
2026-06-30 10:35:00,36b5229a-acf5-481e-b131-62697118e364,Employee,160.11.157.74,West Zacharymouth,VPN_Gateway,Biometric,24:2f:78:9e:73:65,3773,SUCCESS,normal
2026-06-30 10:36:00,8db06746-7927-4973-9e78-1fd794e0d3ba,Employee,14.206.221.21,Michaelmouth,HR_Portal,Password,b8:8a:9c:80:76:3d,5567,SUCCESS,normal
2026-06-30 10:38:00,076e2bba-7c53-48bf-af92-f25e45df16b6,Employee,57.224.83.7,Port Tanner,VPN_Gateway,MFA_Token,a4:41:0d:c9:0d:2a,5825,SUCCESS,normal
